Code Famille de métier,Code ROME,Correspondance NAF,Libellé domaines professionnels,Libellé Famille de métier ,Libellé Métiers,Libellé ROME,Sum of OGR,Code Domaines professionnels
A13,A1302,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Technicien / Technicienne agricole,Contrôle et diagnostic technique en agriculture,19652,A
A13,A1302,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Technicien / Technicienne de contrôle de croissance de l'agriculture,Contrôle et diagnostic technique en agriculture,19724,A
A13,A1302,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Technicien / Technicienne de contrôle laitier,Contrôle et diagnostic technique en agriculture,19736,A
A13,A1302,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Technicien / Technicienne de production laitière,Contrôle et diagnostic technique en agriculture,19917,A
A13,A1302,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Technicien / Technicienne des services vétérinaires,Contrôle et diagnostic technique en agriculture,19951,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Agro-économiste,Ingénierie en agriculture et environnement naturel,10804,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Bio-ingénieur / Bio-ingénieure,Ingénierie en agriculture et environnement naturel,11522,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Chargé / Chargée de mission biodiversité,Ingénierie en agriculture et environnement naturel,38760,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Chargé / Chargée de mission en agriculture,Ingénierie en agriculture et environnement naturel,11824,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Chargé / Chargée de recherche en agriculture,Ingénierie en agriculture et environnement naturel,11861,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Chargé / Chargée d'études agricoles,Ingénierie en agriculture et environnement naturel,11896,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Chargé / Chargée d'études du patrimoine naturel,Ingénierie en agriculture et environnement naturel,38762,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Chargé / Chargée d'études économiques en agriculture,Ingénierie en agriculture et environnement naturel,11903,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Chargé / Chargée d'études en biodiversité,Ingénierie en agriculture et environnement naturel,38761,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Chargé / Chargée d'études en développement agricole,Ingénierie en agriculture et environnement naturel,11906,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Chargé / Chargée d'études en développement rural,Ingénierie en agriculture et environnement naturel,11907,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Chargé / Chargée d'études environnement,Ingénierie en agriculture et environnement naturel,11910,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Expérimentateur / Expérimentatrice en agriculture,Ingénierie en agriculture et environnement naturel,14931,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Expert / Experte cynégétique,Ingénierie en agriculture et environnement naturel,14934,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Expert / Experte en aquaculture,Ingénierie en agriculture et environnement naturel,14936,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Expert agricole et foncier / Experte agricole et foncière,Ingénierie en agriculture et environnement naturel,14932,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Expert forestier / Experte forestière,Ingénierie en agriculture et environnement naturel,14948,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Ingénieur / Ingénieure agro-environnement,Ingénierie en agriculture et environnement naturel,15575,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Ingénieur / Ingénieure agro-halieute,Ingénierie en agriculture et environnement naturel,15576,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Ingénieur / Ingénieure agronome,Ingénierie en agriculture et environnement naturel,15577,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Ingénieur / Ingénieure arboricole,Ingénierie en agriculture et environnement naturel,15583,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Ingénieur / Ingénieure des eaux et forêts,Ingénierie en agriculture et environnement naturel,15682,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Ingénieur / Ingénieure des techniques forestières,Ingénierie en agriculture et environnement naturel,15685,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Ingénieur / Ingénieure des travaux agricoles,Ingénierie en agriculture et environnement naturel,15686,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Ingénieur / Ingénieure des travaux des eaux et forêts,Ingénierie en agriculture et environnement naturel,15688,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Ingénieur / Ingénieure des travaux ruraux,Ingénierie en agriculture et environnement naturel,15692,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Ingénieur / Ingénieure d'études et de recherche agricoles,Ingénierie en agriculture et environnement naturel,15711,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Ingénieur / Ingénieure du génie rural,Ingénierie en agriculture et environnement naturel,15723,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Ingénieur / Ingénieure du génie rural des eaux et forêts -IGREF-,Ingénierie en agriculture et environnement naturel,15724,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Ingénieur / Ingénieure en expérimentation animale,Ingénierie en agriculture et environnement naturel,15760,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Ingénieur / Ingénieure en expérimentation végétale,Ingénierie en agriculture et environnement naturel,15761,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Ingénieur / Ingénieure en techniques d'expérimentation animale,Ingénierie en agriculture et environnement naturel,15788,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Ingénieur / Ingénieure halieute,Ingénierie en agriculture et environnement naturel,15814,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Ingénieur / Ingénieure horticole,Ingénierie en agriculture et environnement naturel,15815,A
A13,A1303,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,Ingénieur / Ingénieure paysagiste,Ingénierie en agriculture et environnement naturel,15852,A
A14,A1401,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Aide agricole en arboriculture,Aide agricole de production fruitière ou viticole,10806,A
A14,A1401,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Aide agricole en production fruitière,Aide agricole de production fruitière ou viticole,10810,A
A14,A1401,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Aide agricole en viticulture,Aide agricole de production fruitière ou viticole,10814,A
A14,A1401,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Aide arboricole,Aide agricole de production fruitière ou viticole,10815,A
A14,A1401,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Aide viticole,Aide agricole de production fruitière ou viticole,10862,A
A14,A1401,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Aide-arboriculteur / Aide-arboricultrice,Aide agricole de production fruitière ou viticole,10864,A
A14,A1401,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Aide-pépiniériste,Aide agricole de production fruitière ou viticole,10886,A
A14,A1401,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Aide-viticulteur / Aide-viticultrice,Aide agricole de production fruitière ou viticole,10900,A
A14,A1401,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Cueilleur / Cueilleuse de cerises,Aide agricole de production fruitière ou viticole,13853,A
A14,A1401,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Cueilleur / Cueilleuse de fruits,Aide agricole de production fruitière ou viticole,13855,A
A14,A1401,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Cueilleur / Cueilleuse de pêches,Aide agricole de production fruitière ou viticole,13856,A
A14,A1401,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Cueilleur / Cueilleuse de poires,Aide agricole de production fruitière ou viticole,13857,A
A14,A1401,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Cueilleur / Cueilleuse de pommes,Aide agricole de production fruitière ou viticole,13858,A
A14,A1401,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Planteur / Planteuse de bananes,Aide agricole de production fruitière ou viticole,17817,A
A14,A1401,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Porteur / Porteuse de hottes,Aide agricole de production fruitière ou viticole,17892,A
A14,A1401,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Vendangeur / Vendangeuse,Aide agricole de production fruitière ou viticole,20510,A
A14,A1402,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Aide agricole en maraîchage-horticulture,Aide agricole de production légumière ou végétale,10807,A
A14,A1402,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Aide agricole en polyculture,Aide agricole de production légumière ou végétale,10808,A
A14,A1402,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Aide agricole en production florale,Aide agricole de production légumière ou végétale,10809,A
A14,A1402,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Aide agricole en production légumière,Aide agricole de production légumière ou végétale,10812,A
A14,A1402,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Aide agricole en production végétale,Aide agricole de production légumière ou végétale,10813,A
A14,A1402,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Aide horticole,Aide agricole de production légumière ou végétale,10849,A
A14,A1402,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Aide maraîcher / maraîchère,Aide agricole de production légumière ou végétale,10853,A
A14,A1402,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Castreur / Castreuse de maïs,Aide agricole de production légumière ou végétale,11710,A
A14,A1402,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Coupeur / Coupeuse de canne à sucre,Aide agricole de production légumière ou végétale,13775,A
A14,A1402,,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,Cueilleur / Cueilleuse de feuilles de tabac,Aide agricole de production légumière ou végétale,13854,A
