Code ROME,Division NAF,Division NAF avec libellé,Division NAF ROME,Label ROME
,01,"01 - Culture et production animale, chasse et services annexes",01,
A1101,01,"01 - Culture et production animale, chasse et services annexes",01 -A1101,Conduite d'engins agricoles et forestiers
A1101,02,02 - Sylviculture et exploitation forestière,02 -A1101,Conduite d'engins agricoles et forestiers
A1201,02,02 - Sylviculture et exploitation forestière,02 -A1201,Bucheronnage et élagage
A1202,01,"01 - Culture et production animale, chasse et services annexes",01 -A1202,Entretien des espaces naturels
A1202,02,02 - Sylviculture et exploitation forestière,02 -A1202,Entretien des espaces naturels
A1203,02,02 - Sylviculture et exploitation forestière,02 -A1203,Entretien des espaces verts
A1203,81,81 - Services relatifs aux bâtiments et aménagement paysager,81 -A1203,Entretien des espaces verts
A1203,97,97 - Activités des ménages en tant qu'employeurs de personnel domestique,97 -A1203,Entretien des espaces verts
A1204,01,"01 - Culture et production animale, chasse et services annexes",01 -A1204,Protection du patrimoine naturel
A1204,02,02 - Sylviculture et exploitation forestière,02 -A1204,Protection du patrimoine naturel
A1204,91,"91 - Bibliothèques, archives, musées et autres activités culturelles",91 -A1204,Protection du patrimoine naturel
A1204,94,94 - Activités des organisations associatives,94 -A1204,Protection du patrimoine naturel
A1205,02,02 - Sylviculture et exploitation forestière,02 -A1205,Sylviculture
A1301,01,"01 - Culture et production animale, chasse et services annexes",01 -A1301,Conseil et assistance technique en agriculture
A1301,71,71 - Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,71 -A1301,Conseil et assistance technique en agriculture
A1302,01,"01 - Culture et production animale, chasse et services annexes",01 -A1302,Contrôle et diagnostic technique en agriculture
A1302,71,71 - Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,71 -A1302,Contrôle et diagnostic technique en agriculture
A1303,01,"01 - Culture et production animale, chasse et services annexes",01 -A1303,Ingénierie en agriculture et environnement naturel
A1303,02,02 - Sylviculture et exploitation forestière,02 -A1303,Ingénierie en agriculture et environnement naturel
A1303,71,71 - Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,71 -A1303,Ingénierie en agriculture et environnement naturel
A1401,01,"01 - Culture et production animale, chasse et services annexes",01 -A1401,Aide agricole de production fruitière ou viticole
A1402,01,"01 - Culture et production animale, chasse et services annexes",01 -A1402,Aide agricole de production légumière ou végétale
A1403,01,"01 - Culture et production animale, chasse et services annexes",01 -A1403,Aide d'élevage agricole et aquacole
A1403,03,03 - Pêche et aquaculture,03 -A1403,Aide d'élevage agricole et aquacole
A1403,97,97 - Activités des ménages en tant qu'employeurs de personnel domestique,97 -A1403,Aide d'élevage agricole et aquacole
A1404,03,03 - Pêche et aquaculture,03 -A1404,Aquaculture
A1405,01,"01 - Culture et production animale, chasse et services annexes",01 -A1405,Arboriculture et viticulture
A1406,03,03 - Pêche et aquaculture,03 -A1406,Encadrement équipage de la pêche
A1407,01,"01 - Culture et production animale, chasse et services annexes",01 -A1407,élevage bovin ou équin
A1408,91,"91 - Bibliothèques, archives, musées et autres activités culturelles",91 -A1408,élevage d'animaux sauvages ou de compagnie
A1409,01,"01 - Culture et production animale, chasse et services annexes",01 -A1409,élevage de lapins et volailles
A1410,01,"01 - Culture et production animale, chasse et services annexes",01 -A1410,élevage ovin ou caprin
A1411,01,"01 - Culture et production animale, chasse et services annexes",01 -A1411,élevage porcin
A1412,10,10 - Industries alimentaires,10 -A1412,Fabrication et affinage de fromages
A1413,11,11 - Fabrication de boissons,11 -A1413,Fermentation de boissons alcoolisées
A1414,01,"01 - Culture et production animale, chasse et services annexes",01 -A1414,Horticulture et maraîchage
A1415,03,03 - Pêche et aquaculture,03 -A1415,Equipage de la pêche
A1416,01,"01 - Culture et production animale, chasse et services annexes",01 -A1416,"Polyculture, élevage"
A1417,08,08 - Autres industries extractives,08 -A1417,Saliculture
A1501,75,75 - Activités vétérinaires,75 -A1501,Aide aux soins animaux
A1501,90,"90 - Activités créatives, artistiques et de spectacle",90 -A1501,Aide aux soins animaux
A1501,91,"91 - Bibliothèques, archives, musées et autres activités culturelles",91 -A1501,Aide aux soins animaux
A1501,94,94 - Activités des organisations associatives,94 -A1501,Aide aux soins animaux
A1502,25,"25 - Fabrication de produits métalliques, à  l'exception des machines et des équipements",25 -A1502,Podologie animale
A1502,75,75 - Activités vétérinaires,75 -A1502,Podologie animale
A1502,91,"91 - Bibliothèques, archives, musées et autres activités culturelles",91 -A1502,Podologie animale
A1502,93,"93 - Activités sportives, récréatives et de loisirs",93 -A1502,Podologie animale
A1502,94,94 - Activités des organisations associatives,94 -A1502,Podologie animale
A1502,96,96 - Autres services personnels,96 -A1502,Podologie animale
A1503,96,96 - Autres services personnels,96 -A1503,Toilettage des animaux
B1101,90,"90 - Activités créatives, artistiques et de spectacle",90 -B1101,Création en arts plastiques
B1101,91,"91 - Bibliothèques, archives, musées et autres activités culturelles",91 -B1101,Création en arts plastiques
B1201,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -B1201,Réalisation d'objets décoratifs et utilitaires en céramique et matériaux de synthèse
B1301,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -B1301,Décoration d'espaces de vente et d'exposition
B1301,74,"74 - Autres activités spécialisées, scientifiques et techniques",74 -B1301,Décoration d'espaces de vente et d'exposition
B1301,91,"91 - Bibliothèques, archives, musées et autres activités culturelles",91 -B1301,Décoration d'espaces de vente et d'exposition
B1302,16,"16 - Travail du bois et fabrication d'articles en bois et en liège, à  l'exception des meubles ; fabrication d'articles en vannerie et sparterie",16 -B1302,Décoration d'objets d'art et artisanaux
B1302,31,31 - Fabrication de meubles,31 -B1302,Décoration d'objets d'art et artisanaux
B1302,32,32 - Autres industries manufacturières,32 -B1302,Décoration d'objets d'art et artisanaux
B1303,16,"16 - Travail du bois et fabrication d'articles en bois et en liège, à  l'exception des meubles ; fabrication d'articles en vannerie et sparterie",16 -B1303,Gravure - ciselure
B1303,32,32 - Autres industries manufacturières,32 -B1303,Gravure - ciselure
B1303,90,"90 - Activités créatives, artistiques et de spectacle",90 -B1303,Gravure - ciselure
B1401,16,"16 - Travail du bois et fabrication d'articles en bois et en liège, à  l'exception des meubles ; fabrication d'articles en vannerie et sparterie",16 -B1401,"Réalisation d'objets en lianes, fibres et brins végétaux"
B1402,18,18 - Imprimerie et reproduction d'enregistrements,18 -B1402,Reliure et restauration de livres et archives
B1402,91,"91 - Bibliothèques, archives, musées et autres activités culturelles",91 -B1402,Reliure et restauration de livres et archives
B1402,95,95 - Réparation d'ordinateurs et de biens personnels et domestiques,95 -B1402,Reliure et restauration de livres et archives
B1501,32,32 - Autres industries manufacturières,32 -B1501,Fabrication et réparation d'instruments de musique
B1501,95,95 - Réparation d'ordinateurs et de biens personnels et domestiques,95 -B1501,Fabrication et réparation d'instruments de musique
B1601,25,"25 - Fabrication de produits métalliques, à  l'exception des machines et des équipements",25 -B1601,Métallerie d'art
B1601,32,32 - Autres industries manufacturières,32 -B1601,Métallerie d'art
B1601,90,"90 - Activités créatives, artistiques et de spectacle",90 -B1601,Métallerie d'art
B1602,23,23 - Fabrication d'autres produits minéraux non métalliques,23 -B1602,Réalisation d'objets artistiques et fonctionnels en verre
B1602,32,32 - Autres industries manufacturières,32 -B1602,Réalisation d'objets artistiques et fonctionnels en verre
B1603,32,32 - Autres industries manufacturières,32 -B1603,"Réalisation d'ouvrages en bijouterie, joaillerie et orfèvrerie"
B1603,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -B1603,"Réalisation d'ouvrages en bijouterie, joaillerie et orfèvrerie"
B1603,95,95 - Réparation d'ordinateurs et de biens personnels et domestiques,95 -B1603,"Réalisation d'ouvrages en bijouterie, joaillerie et orfèvrerie"
B1604,26,"26 - Fabrication de produits informatiques, électroniques et optiques",26 -B1604,Réparation - montage en systèmes horlogers
B1604,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -B1604,Réparation - montage en systèmes horlogers
B1604,95,95 - Réparation d'ordinateurs et de biens personnels et domestiques,95 -B1604,Réparation - montage en systèmes horlogers
B1701,32,32 - Autres industries manufacturières,32 -B1701,Conservation et reconstitution d'espèces animales
B1701,91,"91 - Bibliothèques, archives, musées et autres activités culturelles",91 -B1701,Conservation et reconstitution d'espèces animales
B1801,14,14 - Industrie de l'habillement,14 -B1801,Réalisation d'articles de chapellerie
B1801,90,"90 - Activités créatives, artistiques et de spectacle",90 -B1801,Réalisation d'articles de chapellerie
B1802,15,15 - Industrie du cuir et de la chaussure,15 -B1802,Réalisation d'articles en cuir et matériaux souples (hors vêtement)
B1802,29,29 - Industrie automobile,29 -B1802,Réalisation d'articles en cuir et matériaux souples (hors vêtement)
B1802,30,30 - Fabrication d'autres matériels de transport,30 -B1802,Réalisation d'articles en cuir et matériaux souples (hors vêtement)
B1802,32,32 - Autres industries manufacturières,32 -B1802,Réalisation d'articles en cuir et matériaux souples (hors vêtement)
B1803,14,14 - Industrie de l'habillement,14 -B1803,Réalisation de vêtements sur mesure ou en petite série
B1804,13,13 - Fabrication de textiles,13 -B1804,Réalisation d'ouvrages d'art en fils
B1804,14,14 - Industrie de l'habillement,14 -B1804,Réalisation d'ouvrages d'art en fils
B1804,90,"90 - Activités créatives, artistiques et de spectacle",90 -B1804,Réalisation d'ouvrages d'art en fils
B1804,91,"91 - Bibliothèques, archives, musées et autres activités culturelles",91 -B1804,Réalisation d'ouvrages d'art en fils
B1805,13,13 - Fabrication de textiles,13 -B1805,Stylisme
B1805,14,14 - Industrie de l'habillement,14 -B1805,Stylisme
B1805,15,15 - Industrie du cuir et de la chaussure,15 -B1805,Stylisme
B1805,31,31 - Fabrication de meubles,31 -B1805,Stylisme
B1805,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -B1805,Stylisme
B1805,74,"74 - Autres activités spécialisées, scientifiques et techniques",74 -B1805,Stylisme
B1806,13,13 - Fabrication de textiles,13 -B1806,Tapisserie - décoration en ameublement
B1806,90,"90 - Activités créatives, artistiques et de spectacle",90 -B1806,Tapisserie - décoration en ameublement
B1806,95,95 - Réparation d'ordinateurs et de biens personnels et domestiques,95 -B1806,Tapisserie - décoration en ameublement
C1101,64,"64 - Activités des services financiers, hors assurance et caisses de retraite",64 -C1101,Conception - développement produits d'assurances
C1101,65,65 - Assurance,65 -C1101,Conception - développement produits d'assurances
C1102,64,"64 - Activités des services financiers, hors assurance et caisses de retraite",64 -C1102,Conseil clientèle en assurances
C1102,65,65 - Assurance,65 -C1102,Conseil clientèle en assurances
C1103,65,65 - Assurance,65 -C1103,Courtage en assurances
C1103,66,66 - Activités auxiliaires de services financiers et d'assurance,66 -C1103,Courtage en assurances
C1104,65,65 - Assurance,65 -C1104,Direction d'exploitation en assurances
C1105,64,"64 - Activités des services financiers, hors assurance et caisses de retraite",64 -C1105,études actuarielles en assurances
C1105,65,65 - Assurance,65 -C1105,études actuarielles en assurances
C1106,65,65 - Assurance,65 -C1106,Expertise risques en assurances
C1106,84,84 - Administration publique et défense ; sécurité sociale obligatoire,84 -C1106,Expertise risques en assurances
C1107,65,65 - Assurance,65 -C1107,Indemnisations en assurances
C1107,84,84 - Administration publique et défense ; sécurité sociale obligatoire,84 -C1107,Indemnisations en assurances
C1108,65,65 - Assurance,65 -C1108,Management de groupe et de service en assurances
C1109,65,65 - Assurance,65 -C1109,Rédaction et gestion en assurances
C1109,84,84 - Administration publique et défense ; sécurité sociale obligatoire,84 -C1109,Rédaction et gestion en assurances
C1110,65,65 - Assurance,65 -C1110,Souscription d'assurances
C1201,64,"64 - Activités des services financiers, hors assurance et caisses de retraite",64 -C1201,Accueil et services bancaires
C1202,64,"64 - Activités des services financiers, hors assurance et caisses de retraite",64 -C1202,Analyse de crédits et risques bancaires
C1203,64,"64 - Activités des services financiers, hors assurance et caisses de retraite",64 -C1203,Relation clients banque/finance
C1204,64,"64 - Activités des services financiers, hors assurance et caisses de retraite",64 -C1204,Conception et expertise produits bancaires et financiers
C1205,64,"64 - Activités des services financiers, hors assurance et caisses de retraite",64 -C1205,Conseil en gestion de patrimoine financier
C1206,64,"64 - Activités des services financiers, hors assurance et caisses de retraite",64 -C1206,Gestion de clientèle bancaire
C1207,64,"64 - Activités des services financiers, hors assurance et caisses de retraite",64 -C1207,Management en exploitation bancaire
C1301,64,"64 - Activités des services financiers, hors assurance et caisses de retraite",64 -C1301,Front office marchés financiers
C1301,66,66 - Activités auxiliaires de services financiers et d'assurance,66 -C1301,Front office marchés financiers
C1302,64,"64 - Activités des services financiers, hors assurance et caisses de retraite",64 -C1302,Gestion back et middle-office marchés financiers
C1302,66,66 - Activités auxiliaires de services financiers et d'assurance,66 -C1302,Gestion back et middle-office marchés financiers
C1303,64,"64 - Activités des services financiers, hors assurance et caisses de retraite",64 -C1303,Gestion de portefeuilles sur les marchés financiers
C1303,65,65 - Assurance,65 -C1303,Gestion de portefeuilles sur les marchés financiers
C1303,66,66 - Activités auxiliaires de services financiers et d'assurance,66 -C1303,Gestion de portefeuilles sur les marchés financiers
C1401,64,"64 - Activités des services financiers, hors assurance et caisses de retraite",64 -C1401,Gestion en banque et assurance
C1401,65,65 - Assurance,65 -C1401,Gestion en banque et assurance
C1401,84,84 - Administration publique et défense ; sécurité sociale obligatoire,84 -C1401,Gestion en banque et assurance
C1501,68,68 - Activités immobilières,68 -C1501,Gérance immobilière
C1502,68,68 - Activités immobilières,68 -C1502,Gestion locative immobilière
C1503,41,41 - Construction de bâtiments,41 -C1503,Management de projet immobilier
C1503,65,65 - Assurance,65 -C1503,Management de projet immobilier
C1503,68,68 - Activités immobilières,68 -C1503,Management de projet immobilier
C1504,41,41 - Construction de bâtiments,41 -C1504,Transaction immobilière
C1504,65,65 - Assurance,65 -C1504,Transaction immobilière
C1504,68,68 - Activités immobilières,68 -C1504,Transaction immobilière
D1101,10,10 - Industries alimentaires,10 -D1101,Boucherie
D1101,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1101,Boucherie
D1102,10,10 - Industries alimentaires,10 -D1102,Boulangerie - viennoiserie
D1102,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1102,Boulangerie - viennoiserie
D1103,10,10 - Industries alimentaires,10 -D1103,Charcuterie - traiteur
D1103,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1103,Charcuterie - traiteur
D1104,10,10 - Industries alimentaires,10 -D1104,"Pâtisserie, confiserie, chocolaterie et glacerie"
D1104,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1104,"Pâtisserie, confiserie, chocolaterie et glacerie"
D1105,03,03 - Pêche et aquaculture,03 -D1105,Poissonnerie
D1105,10,10 - Industries alimentaires,10 -D1105,Poissonnerie
D1105,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1105,Poissonnerie
D1106,46,"46 - Commerce de gros, à  l'exception des automobiles et des motocycles",46 -D1106,Vente en alimentation
D1106,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1106,Vente en alimentation
D1107,46,"46 - Commerce de gros, à  l'exception des automobiles et des motocycles",46 -D1107,Vente en gros de produits frais
D1201,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1201,"Achat vente d'objets d'art, anciens ou d'occasion"
D1201,74,"74 - Autres activités spécialisées, scientifiques et techniques",74 -D1201,"Achat vente d'objets d'art, anciens ou d'occasion"
D1202,96,96 - Autres services personnels,96 -D1202,Coiffure
D1203,86,86 - Activités pour la santé humaine,86 -D1203,Hydrothérapie
D1203,96,96 - Autres services personnels,96 -D1203,Hydrothérapie
D1204,77,77 - Activités de location et location-bail,77 -D1204,Location de véhicules ou de matériel de loisirs
D1205,55,55 - Hébergement,55 -D1205,Nettoyage d'articles textiles ou cuirs
D1205,56,56 - Restauration,56 -D1205,Nettoyage d'articles textiles ou cuirs
D1205,96,96 - Autres services personnels,96 -D1205,Nettoyage d'articles textiles ou cuirs
D1206,95,95 - Réparation d'ordinateurs et de biens personnels et domestiques,95 -D1206,Réparation d'articles en cuir et matériaux souples
D1207,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1207,Retouches en habillement
D1207,95,95 - Réparation d'ordinateurs et de biens personnels et domestiques,95 -D1207,Retouches en habillement
D1207,96,96 - Autres services personnels,96 -D1207,Retouches en habillement
D1208,85,85 - Enseignement,85 -D1208,Soins esthétiques et corporels
D1208,86,86 - Activités pour la santé humaine,86 -D1208,Soins esthétiques et corporels
D1208,96,96 - Autres services personnels,96 -D1208,Soins esthétiques et corporels
D1209,01,"01 - Culture et production animale, chasse et services annexes",01 -D1209,Vente de végétaux
D1209,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1209,Vente de végétaux
D1210,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1210,Vente en animalerie
D1211,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1211,Vente en articles de sport et loisirs
D1212,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1212,Vente en décoration et équipement du foyer
D1212,95,95 - Réparation d'ordinateurs et de biens personnels et domestiques,95 -D1212,Vente en décoration et équipement du foyer
D1213,45,45 - Commerce et réparation d'automobiles et de motocycles,45 -D1213,Vente en gros de matériel et équipement
D1213,46,"46 - Commerce de gros, à  l'exception des automobiles et des motocycles",46 -D1213,Vente en gros de matériel et équipement
D1213,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1213,Vente en gros de matériel et équipement
D1214,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1214,Vente en habillement et accessoires de la personne
D1301,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1301,Management de magasin de détail
D1401,82,82 - Activités administratives et autres activités de soutien aux entreprises,82 -D1401,Assistanat commercial
D1401,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-D1401,Assistanat commercial
D1402,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-D1402,Relation commerciale grands comptes et entreprises
D1403,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-D1403,Relation commerciale auprès de particuliers
D1404,45,45 - Commerce et réparation d'automobiles et de motocycles,45 -D1404,Relation commerciale en vente de véhicules
D1405,21,21 - Industrie pharmaceutique,21 -D1405,Conseil en information médicale
D1405,32,32 - Autres industries manufacturières,32 -D1405,Conseil en information médicale
D1406,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-D1406,Management en force de vente
D1407,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-D1407,Relation technico-commerciale
D1408,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1408,Téléconseil et télévente
D1408,79,"79 - Activités des agences de voyage, voyagistes, services de réservation et activités connexes",79 -D1408,Téléconseil et télévente
D1408,82,82 - Activités administratives et autres activités de soutien aux entreprises,82 -D1408,Téléconseil et télévente
D1408,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-D1408,Téléconseil et télévente
D1501,45,45 - Commerce et réparation d'automobiles et de motocycles,45 -D1501,Animation de vente
D1501,46,"46 - Commerce de gros, à  l'exception des automobiles et des motocycles",46 -D1501,Animation de vente
D1501,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1501,Animation de vente
D1502,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1502,Management/gestion de rayon produits alimentaires
D1503,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1503,Management/gestion de rayon produits non alimentaires
D1504,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1504,Direction de magasin de grande distribution
D1505,46,"46 - Commerce de gros, à  l'exception des automobiles et des motocycles",46 -D1505,Personnel de caisse
D1505,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1505,Personnel de caisse
D1505,52,52 - Entreposage et services auxiliaires des transports,52 -D1505,Personnel de caisse
D1505,90,"90 - Activités créatives, artistiques et de spectacle",90 -D1505,Personnel de caisse
D1505,93,"93 - Activités sportives, récréatives et de loisirs",93 -D1505,Personnel de caisse
D1506,46,"46 - Commerce de gros, à  l'exception des automobiles et des motocycles",46 -D1506,Marchandisage
D1506,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1506,Marchandisage
D1507,46,"46 - Commerce de gros, à  l'exception des automobiles et des motocycles",46 -D1507,Mise en rayon libre-service
D1507,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1507,Mise en rayon libre-service
D1508,46,"46 - Commerce de gros, à  l'exception des automobiles et des motocycles",46 -D1508,Encadrement du personnel de caisses
D1508,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1508,Encadrement du personnel de caisses
D1509,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -D1509,Management de département en grande distribution
E1101,58,58 - édition,58 -E1101,Animation de site multimédia
E1101,63,63 - Services d'information,63 -E1101,Animation de site multimédia
E1101,73,73 - Publicité et études de marché,73 -E1101,Animation de site multimédia
E1101,Fiche transectorielle,Fiche transectorielle,Fiche transectorielle-E1101,Animation de site multimédia
E1102,58,58 - édition,58 -E1102,"Ecriture d'ouvrages, de livres"
E1102,59,"59 - Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",59 -E1102,"Ecriture d'ouvrages, de livres"
E1102,90,"90 - Activités créatives, artistiques et de spectacle",90 -E1102,"Ecriture d'ouvrages, de livres"
E1103,58,58 - édition,58 -E1103,Communication
E1103,94,94 - Activités des organisations associatives,94 -E1103,Communication
E1104,58,58 - édition,58 -E1104,Conception de contenus multimédias
E1104,59,"59 - Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",59 -E1104,Conception de contenus multimédias
E1104,63,63 - Services d'information,63 -E1104,Conception de contenus multimédias
E1104,73,73 - Publicité et études de marché,73 -E1104,Conception de contenus multimédias
E1105,18,18 - Imprimerie et reproduction d'enregistrements,18 -E1105,Coordination d'édition
E1105,58,58 - édition,58 -E1105,Coordination d'édition
E1105,63,63 - Services d'information,63 -E1105,Coordination d'édition
E1106,18,18 - Imprimerie et reproduction d'enregistrements,18 -E1106,Journalisme et information média
E1106,58,58 - édition,58 -E1106,Journalisme et information média
E1106,59,"59 - Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",59 -E1106,Journalisme et information média
E1106,60,60 - Programmation et diffusion,60 -E1106,Journalisme et information média
E1106,63,63 - Services d'information,63 -E1106,Journalisme et information média
E1107,58,58 - édition,58 -E1107,Organisation d'évènementiel
E1107,73,73 - Publicité et études de marché,73 -E1107,Organisation d'évènementiel
E1107,82,82 - Activités administratives et autres activités de soutien aux entreprises,82 -E1107,Organisation d'évènementiel
E1108,74,"74 - Autres activités spécialisées, scientifiques et techniques",74 -E1108,"Traduction, interprétariat"
E1201,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -E1201,Photographie
E1201,73,73 - Publicité et études de marché,73 -E1201,Photographie
E1201,74,"74 - Autres activités spécialisées, scientifiques et techniques",74 -E1201,Photographie
E1202,59,"59 - Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",59 -E1202,Production en laboratoire cinématographique
E1203,47,"47 - Commerce de détail, à  l'exception des automobiles et des motocycles",47 -E1203,Production en laboratoire photographique
E1203,74,"74 - Autres activités spécialisées, scientifiques et techniques",74 -E1203,Production en laboratoire photographique
E1204,59,"59 - Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",59 -E1204,Projection cinéma
E1205,58,58 - édition,58 -E1205,Réalisation de contenus multimédias
E1205,59,"59 - Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale",59 -E1205,Réalisation de contenus multimédias
E1205,73,73 - Publicité et études de marché,73 -E1205,Réalisation de contenus multimédias
E1205,74,"74 - Autres activités spécialisées, scientifiques et techniques",74 -E1205,Réalisation de contenus multimédias
E1301,17,17 - Industrie du papier et du carton,17 -E1301,Conduite de machines d'impression
E1301,18,18 - Imprimerie et reproduction d'enregistrements,18 -E1301,Conduite de machines d'impression
E1302,18,18 - Imprimerie et reproduction d'enregistrements,18 -E1302,Conduite de machines de faà§onnage routage
E1303,17,17 - Industrie du papier et du carton,17 -E1303,Encadrement des industries graphiques
E1303,18,18 - Imprimerie et reproduction d'enregistrements,18 -E1303,Encadrement des industries graphiques
E1304,17,17 - Industrie du papier et du carton,17 -E1304,Faà§onnage et routage
E1304,18,18 - Imprimerie et reproduction d'enregistrements,18 -E1304,Faà§onnage et routage
E1305,18,18 - Imprimerie et reproduction d'enregistrements,18 -E1305,Préparation et correction en édition et presse
E1305,58,58 - édition,58 -E1305,Préparation et correction en édition et presse
E1305,63,63 - Services d'information,63 -E1305,Préparation et correction en édition et presse
E1306,17,17 - Industrie du papier et du carton,17 -E1306,Prépresse
E1306,18,18 - Imprimerie et reproduction d'enregistrements,18 -E1306,Prépresse
E1306,73,73 - Publicité et études de marché,73 -E1306,Prépresse
E1307,18,18 - Imprimerie et reproduction d'enregistrements,18 -E1307,Reprographie
E1307,82,82 - Activités administratives et autres activités de soutien aux entreprises,82 -E1307,Reprographie
E1308,18,18 - Imprimerie et reproduction d'enregistrements,18 -E1308,Intervention technique en industrie graphique
E1308,58,58 - édition,58 -E1308,Intervention technique en industrie graphique
E1401,58,58 - édition,58 -E1401,Développement et promotion publicitaire
E1401,73,73 - Publicité et études de marché,73 -E1401,Développement et promotion publicitaire
E1402,58,58 - édition,58 -E1402,élaboration de plan média
E1402,73,73 - Publicité et études de marché,73 -E1402,élaboration de plan média
F1101,71,71 - Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,71 -F1101,Architecture du BTP
F1102,71,71 - Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,71 -F1102,Conception - aménagement d'espaces intérieurs
F1102,74,"74 - Autres activités spécialisées, scientifiques et techniques",74 -F1102,Conception - aménagement d'espaces intérieurs
F1103,71,71 - Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,71 -F1103,Contrôle et diagnostic technique du bâtiment
F1104,42,42 - Génie civil,42 -F1104,Dessin BTP
F1104,43,43 - Travaux de construction spécialisés,43 -F1104,Dessin BTP
F1104,71,71 - Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,71 -F1104,Dessin BTP
F1105,09,09 - Services de soutien aux industries extractives,09 -F1105,études géologiques
F1105,43,43 - Travaux de construction spécialisés,43 -F1105,études géologiques
F1105,71,71 - Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,71 -F1105,études géologiques
F1106,41,41 - Construction de bâtiments,41 -F1106,Ingénierie et études du BTP
F1106,71,71 - Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,71 -F1106,Ingénierie et études du BTP
F1107,09,09 - Services de soutien aux industries extractives,09 -F1107,Mesures topographiques
F1107,43,43 - Travaux de construction spécialisés,43 -F1107,Mesures topographiques
F1107,71,71 - Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,71 -F1107,Mesures topographiques
F1108,71,71 - Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,71 -F1108,Métré de la construction
F1108,74,"74 - Autres activités spécialisées, scientifiques et techniques",74 -F1108,Métré de la construction
F1201,41,41 - Construction de bâtiments,41 -F1201,Conduite de travaux du BTP
F1201,42,42 - Génie civil,42 -F1201,Conduite de travaux du BTP
F1201,43,43 - Travaux de construction spécialisés,43 -F1201,Conduite de travaux du BTP
F1201,74,"74 - Autres activités spécialisées, scientifiques et techniques",74 -F1201,Conduite de travaux du BTP
F1202,41,41 - Construction de bâtiments,41 -F1202,Direction de chantier du BTP
